Date,active_cases,total_deaths,total_cases,daily_deaths,daily_cases,OnceInjectedByDay,TwiceInjectedByDay,OnceInjectedByTime,TwiceInjectedByTime
16-Jan-23,870864,43186,11526167,0,27,,,,
17-Jan-23,870881,43186,11526213,0,46,,,,
18-Jan-23,870848,43186,11526254,0,41,,,,
19-Jan-23,870737,43186,11526284,0,30,,,,
20-Jan-23,870723,43186,11526301,0,17,,,,
21-Jan-23,870732,43186,11526318,0,17,,,,
22-Jan-23,870734,43186,11526329,0,11,,,,
23-Jan-23,870736,43186,11526332,0,3,,,,
24-Jan-23,870740,43186,11526339,0,7,,,,
25-Jan-23,870748,43186,11526348,0,9,,,,
26-Jan-23,870753,43186,11526365,0,17,,,,
27-Jan-23,870758,43186,11526377,0,12,,,,
28-Jan-23,870771,43186,11526395,0,18,,,,
29-Jan-23,870778,43186,11526408,0,13,,,,
30-Jan-23,870828,43186,11526461,0,53,,,,
31-Jan-23,870849,43186,11526497,0,36,,,,
1-Feb-23,870843,43186,11526508,0,11,,,,
2-Feb-23,870142,43186,11526522,0,14,,,,
3-Feb-23,870158,43186,11526543,0,21,,,,
4-Feb-23,868792,43186,11526559,0,16,,,,
5-Feb-23,868794,43186,11526566,0,7,,,,
6-Feb-23,868800,43186,11526577,0,11,,,,
7-Feb-23,868812,43186,11526591,0,14,,,,
8-Feb-23,868826,43186,11526610,0,19,,,,
9-Feb-23,868797,43186,11526627,0,17,,,,
10-Feb-23,868800,43186,11526640,0,13,,,,
11-Feb-23,868805,43186,11526651,0,11,,,,
12-Feb-23,868835,43186,11526692,0,41,,,,
13-Feb-23,868839,43186,11526704,0,12,,,,
14-Feb-23,868858,43186,11526754,0,50,,,,
15-Feb-23,868875,43186,11526773,0,19,,,,
16-Feb-23,868884,43186,11526786,0,13,,,,
17-Feb-23,868897,43186,11526799,0,13,,,,
18-Feb-23,868899,43186,11526806,0,7,,,,
19-Feb-23,868902,43186,11526810,0,4,,,,
20-Feb-23,868917,43186,11526825,0,15,,,,
21-Feb-23,868920,43186,11526834,0,9,,,,
22-Feb-23,868937,43186,11526858,0,24,,,,
23-Feb-23,868944,43186,11526870,0,12,,,,
24-Feb-23,868940,43186,11526881,0,11,,,,
25-Feb-23,868946,43186,11526891,0,10,,,,
26-Feb-23,868955,43186,11526901,0,10,,,,
27-Feb-23,868956,43186,11526905,0,4,,,,
28-Feb-23,868962,43186,11526917,0,12,,,,
1-Mar-23,868963,43186,11526926,0,9,,,,
2-Mar-23,868968,43186,11526937,0,11,,,,
3-Mar-23,868976,43186,11526950,0,13,,,,
4-Mar-23,868988,43186,11526962,0,12,,,,
5-Mar-23,868990,43186,11526966,0,4,,,,
6-Mar-23,868990,43186,11526966,0,0,,,,
7-Mar-23,868998,43186,11526986,0,20,,,,
8-Mar-23,869001,43186,11526994,0,8,,,,
9-Mar-23,869017,43186,11527012,0,18,,,,
10-Mar-23,869025,43186,11527026,0,14,,,,
11-Mar-23,869030,43186,11527033,0,7,,,,
12-Mar-23,869033,43186,11527037,0,4,,,,
13-Mar-23,869041,43186,11527046,0,9,,,,
14-Mar-23,869045,43186,11527054,0,8,,,,
15-Mar-23,869064,43186,11527079,0,25,,,,
16-Mar-23,869078,43186,11527099,0,20,,,,
17-Mar-23,869083,43186,11527110,0,11,,,,
18-Mar-23,869083,43186,11527116,0,6,,,,
19-Mar-23,869096,43186,11527139,0,23,,,,
20-Mar-23,869103,43186,11527146,0,7,,,,
21-Mar-23,869110,43186,11527157,0,11,,,,
22-Mar-23,869114,43186,11527175,0,18,,,,
23-Mar-23,869115,43186,11527187,0,12,,,,
24-Mar-23,869113,43186,11527195,0,8,,,,
25-Mar-23,869118,43186,11527203,0,8,,,,
26-Mar-23,869125,43186,11527210,0,7,,,,
27-Mar-23,869091,43186,11527220,0,10,,,,
28-Mar-23,869104,43186,11527236,0,16,,,,
29-Mar-23,869118,43186,11527255,0,19,,,,
30-Mar-23,869143,43186,11527285,0,30,,,,
31-Mar-23,869149,43186,11527301,0,16,,,,
1-Apr-23,869153,43186,11527316,0,15,,,,
2-Apr-23,869152,43186,11527326,0,10,,,,
3-Apr-23,869192,43186,11527366,0,40,,,,
4-Apr-23,869226,43186,11527403,0,37,,,,
5-Apr-23,869254,43186,11527454,0,51,,,,
6-Apr-23,869283,43186,11527497,0,43,,,,
7-Apr-23,869361,43186,11527579,0,82,,,,
8-Apr-23,869462,43186,11527701,0,122,,,,
9-Apr-23,869480,43186,11527745,0,44,,,,
10-Apr-23,869575,43186,11527859,0,114,,,,
11-Apr-23,869722,43186,11528042,0,183,,,,
12-Apr-23,869937,43186,11528303,0,261,,,,
13-Apr-23,870397,43186,11528800,0,497,,,,
14-Apr-23,871074,43186,11529581,0,781,,,,
15-Apr-23,871827,43186,11530356,0,775,,,,
16-Apr-23,872493,43186,11531072,0,716,,,,
17-Apr-23,873522,43186,11532103,0,1031,,,,
18-Apr-23,874906,43186,11533625,0,1522,,,,
19-Apr-23,876859,43186,11535787,0,2162,,,,
20-Apr-23,879075,43186,11538248,0,2461,,,,
21-Apr-23,881343,43186,11540722,0,2474,,,,
22-Apr-23,883147,43187,11543059,1,2337,,,,
23-Apr-23,884498,43187,11544777,0,1718,,,,
24-Apr-23,886179,43187,11546685,0,1908,,,,
25-Apr-23,887860,43188,11549186,1,2501,,,,
26-Apr-23,889978,43188,11551917,0,2731,,,,
27-Apr-23,891874,43188,11554875,0,2958,,,,
28-Apr-23,894205,43188,11557969,0,3094,,,,
29-Apr-23,895201,43188,11559862,0,1893,,,,
30-Apr-23,896530,43191,11561848,3,1986,,,,
1-May-23,897156,43191,11563091,0,1243,,,,
2-May-23,897607,43195,11564293,4,1202,,,,
3-May-23,898268,43195,11565495,0,1202,,,,
4-May-23,899692,43195,11567728,0,2233,,,,
5-May-23,902093,43196,11571127,1,3399,,,,
6-May-23,904211,43196,11573931,0,2804,,,,
7-May-23,905425,43196,11575883,0,1952,,,,
8-May-23,907005,43197,11577938,1,2055,,,,
9-May-23,908185,43197,11580060,0,2122,,,,
10-May-23,910034,43198,11582567,1,2507,,,,
11-May-23,911930,43200,11585390,2,2823,,,,
12-May-23,913404,43201,11587829,1,2439,,,,
13-May-23,914317,43201,11589567,0,1738,,,,
14-May-23,915082,43201,11590617,0,1050,,,,
15-May-23,916827,43201,11592604,0,1987,,,,
16-May-23,918567,43201,11594619,0,2015,,,,
17-May-23,919757,43201,11596662,0,2043,,,,
18-May-23,921215,43201,11598589,0,1927,,,,
19-May-23,922753,43201,11600569,0,1980,,,,
20-May-23,923640,43202,11601759,1,1190,,,,
21-May-23,924470,43203,11602738,1,979,,,,
22-May-23,925387,43204,11603960,1,1222,,,,
23-May-23,926281,43205,11605398,1,1438,,,,
24-May-23,926840,43205,11606479,0,1081,,,,
25-May-23,927575,43206,11607654,1,1175,,,,
26-May-23,928353,43206,11608697,0,1043,,,,
27-May-23,928995,43206,11609537,0,840,,,,
28-May-23,929149,43206,11609878,0,341,,,,
29-May-23,929864,43206,11610724,0,846,,,,
30-May-23,930243,43206,11611376,0,652,,,,
31-May-23,931234,43206,11612608,0,1232,,,,
1-Jun-23,931983,43206,11613559,0,951,,,,
2-Jun-23,932548,43206,11614303,0,744,,,,
3-Jun-23,932614,43206,11614583,0,280,,,,
4-Jun-23,933034,43206,11615051,0,468,,,,
5-Jun-23,933297,43206,11615377,0,326,,,,
6-Jun-23,933943,43206,11616127,0,750,,,,
7-Jun-23,934421,43206,11616702,0,575,,,,
8-Jun-23,934834,43206,11617220,0,518,,,,
9-Jun-23,935021,43206,11617497,0,277,,,,
10-Jun-23,935154,43206,11617699,0,202,,,,
11-Jun-23,935200,43206,11617814,0,115,,,,
12-Jun-23,935332,43206,11617985,0,171,,,,
13-Jun-23,935477,43206,11618184,0,199,,,,
14-Jun-23,935575,43206,11618422,0,238,,,,
15-Jun-23,935877,43206,11618751,0,329,,,,
16-Jun-23,936092,43206,11619016,0,265,,,,
17-Jun-23,936288,43206,11619267,0,251,,,,
18-Jun-23,936311,43206,11619322,0,55,,,,
19-Jun-23,936426,43206,11619451,0,129,,,,
20-Jun-23,936525,43206,11619588,0,137,,,,
21-Jun-23,936617,43206,11619703,0,115,,,,
22-Jun-23,936713,43206,11619843,0,140,,,,
23-Jun-23,936822,43206,11619990,0,147,,,,
24-Jun-23,936871,43206,11620047,0,57,,,,
25-Jun-23,936897,43206,11620076,0,29,,,,
26-Jun-23,936997,43206,11620189,0,113,,,,
27-Jun-23,937035,43206,11620264,0,75,,,,
28-Jun-23,937134,43206,11620389,0,125,,,,
29-Jun-23,937211,43206,11620482,0,93,,,,
30-Jun-23,937280,43206,11620561,0,79,,,,
1-Jul-23,937296,43206,11620596,0,35,,,,
2-Jul-23,937315,43206,11620623,0,27,,,,
3-Jul-23,937398,43206,11620708,0,85,,,,
4-Jul-23,937441,43206,11620769,0,61,,,,
5-Jul-23,937489,43206,11620833,0,64,,,,
6-Jul-23,937535,43206,11620890,0,57,,,,
7-Jul-23,937577,43206,11620947,0,57,,,,
8-Jul-23,937648,43206,11621033,0,86,,,,
9-Jul-23,937657,43206,11621057,0,24,,,,
10-Jul-23,937693,43206,11621096,0,39,,,,
11-Jul-23,937735,43206,11621143,0,47,,,,
12-Jul-23,937771,43206,11621192,0,49,,,,
13-Jul-23,937796,43206,11621228,0,36,,,,
14-Jul-23,937851,43206,11621288,0,60,,,,
15-Jul-23,937876,43206,11621320,0,32,,,,
16-Jul-23,937898,43206,11621347,0,27,,,,
17-Jul-23,937937,43206,11621397,0,50,,,,
18-Jul-23,937955,43206,11621426,0,29,,,,
19-Jul-23,938012,43206,11621489,0,63,,,,
20-Jul-23,938033,43206,11621522,0,33,,,,
21-Jul-23,938063,43206,11621558,0,36,,,,
22-Jul-23,938094,43206,11621599,0,41,,,,
23-Jul-23,938118,43206,11621626,0,27,,,,
24-Jul-23,938171,43206,11621681,0,55,,,,
25-Jul-23,938194,43206,11621708,0,27,,,,
26-Jul-23,938211,43206,11621728,0,20,,,,
27-Jul-23,938228,43206,11621752,0,24,,,,
28-Jul-23,938261,43206,11621789,0,37,,,,
29-Jul-23,938270,43206,11621798,0,9,,,,
30-Jul-23,938276,43206,11621812,0,14,,,,
31-Jul-23,938303,43206,11621840,0,28,,,,
1-Aug-23,938342,43206,11621883,0,43,,,,
2-Aug-23,938358,43206,11621909,0,26,,,,
3-Aug-23,938381,43206,11621934,0,25,,,,
4-Aug-23,938409,43206,11621965,0,31,,,,
5-Aug-23,938415,43206,11621978,0,13,,,,
6-Aug-23,938415,43206,11621978,0,0,,,,
7-Aug-23,938457,43206,11622021,0,43,,,,
8-Aug-23,938480,43206,11622053,0,32,,,,
9-Aug-23,938514,43206,11622092,0,39,,,,
10-Aug-23,938535,43206,11622119,0,27,,,,
11-Aug-23,938591,43206,11622178,0,59,,,,
12-Aug-23,938612,43206,11622204,0,26,,,,
13-Aug-23,938625,43206,11622218,0,14,,,,
14-Aug-23,938644,43206,11622238,0,20,,,,
15-Aug-23,938678,43206,11622276,0,38,,,,
16-Aug-23,938726,43206,11622327,0,51,,,,
17-Aug-23,938760,43206,11622366,0,39,,,,
18-Aug-23,938770,43206,11622383,0,17,,,,
19-Aug-23,938776,43206,11622404,0,21,,,,
20-Aug-23,938786,43206,11622419,0,15,,,,
21-Aug-23,938829,43206,11622463,0,44,,,,
22-Aug-23,938869,43206,11622514,0,51,,,,
23-Aug-23,938915,43206,11622564,0,50,,,,
24-Aug-23,938929,43206,11622587,0,23,,,,
25-Aug-23,938993,43206,11622660,0,73,,,,
26-Aug-23,939004,43206,11622683,0,23,,,,
27-Aug-23,939014,43206,11622697,0,14,,,,
28-Aug-23,939045,43206,11622730,0,33,,,,
29-Aug-23,939066,43206,11622769,0,39,,,,
30-Aug-23,939098,43206,11622820,0,51,,,,
31-Aug-23,939118,43206,11622858,0,38,,,,
1-Sep-23,939147,43206,11622900,0,42,,,,
2-Sep-23,939155,43206,11622912,0,12,,,,
3-Sep-23,939163,43206,11622924,0,12,,,,
4-Sep-23,939179,43206,11622943,0,19,,,,
5-Sep-23,939207,43206,11622975,0,32,,,,
6-Sep-23,939223,43206,11623024,0,49,,,,
7-Sep-23,939238,43206,11623056,0,32,,,,
8-Sep-23,939294,43206,11623119,0,63,,,,
9-Sep-23,939352,43206,11623182,0,63,,,,
10-Sep-23,939345,43206,11623187,0,5,,,,
11-Sep-23,939370,43206,11623216,0,29,,,,
12-Sep-23,939410,43206,11623259,0,43,,,,
13-Sep-23,939419,43206,11623288,0,29,,,,
14-Sep-23,939449,43206,11623318,0,30,,,,
15-Sep-23,939477,43206,11623357,0,39,,,,
16-Sep-23,939481,43206,11623372,0,15,,,,
17-Sep-23,939487,43206,11623393,0,21,,,,
18-Sep-23,939510,43206,11623420,0,27,,,,
19-Sep-23,939544,43206,11623461,0,41,,,,
20-Sep-23,939553,43206,11623485,0,24,,,,
21-Sep-23,939571,43206,11623513,0,28,,,,
22-Sep-23,939613,43206,11623560,0,47,,,,
23-Sep-23,939611,43206,11623577,0,17,,,,
24-Sep-23,939611,43206,11623577,0,0,,,,
25-Sep-23,939634,43206,11623605,0,28,,,,
26-Sep-23,939658,43206,11623631,0,26,,,,
27-Sep-23,939666,43206,11623649,0,18,,,,
28-Sep-23,939678,43206,11623667,0,18,,,,
29-Sep-23,939695,43206,11623688,0,21,,,,
30-Sep-23,939683,43206,11623698,0,10,,,,
1-Oct-23,939686,43206,11623707,0,9,,,,
2-Oct-23,939698,43206,11623724,0,17,,,,
3-Oct-23,939713,43206,11623747,0,23,,,,
4-Oct-23,939724,43206,11623774,0,27,,,,
5-Oct-23,939745,43206,11623802,0,28,,,,
6-Oct-23,939771,43206,11623834,0,32,,,,
7-Oct-23,939777,43206,11623845,0,11,,,,
8-Oct-23,939777,43206,11623845,0,0,,,,
9-Oct-23,939778,43206,11623858,0,13,,,,
10-Oct-23,939813,43206,11623894,0,36,,,,
11-Oct-23,939815,43206,11623911,0,17,,,,
12-Oct-23,939836,43206,11623938,0,27,,,,
13-Oct-23,939869,43206,11623976,0,38,,,,
14-Oct-23,939879,43206,11623987,0,11,,,,
15-Oct-23,939877,43206,11624000,0,13,,,,
16-Oct-23,939902,43206,11624025,0,25,,,,
17-Oct-23,939910,43206,11624041,0,16,,,,
18-Oct-23,939907,43206,11624054,0,13,,,,
19-Oct-23,939907,43206,11624054,0,0,,,,
20-Oct-23,939901,43206,11624072,0,18,,,,
21-Oct-23,939903,43206,11624080,0,8,,,,
22-Oct-23,939903,43206,11624080,0,0,,,,
23-Oct-23,939907,43206,11624084,0,4,,,,
24-Oct-23,939912,43206,11624089,0,5,,,,
25-Oct-23,939918,43206,11624095,0,6,,,,
26-Oct-23,939919,43206,11624096,0,1,,,,
27-Oct-23,939923,43206,11624100,0,4,,,,
28-Oct-23,939923,43206,11624100,0,0,,,,
29-Oct-23,939923,43206,11624100,0,0,,,,
30-Oct-23,939928,43206,11624105,0,5,,,,
31-Oct-23,939937,43206,11624114,0,9,,,,
1-Nov-23,939937,43206,11624114,0,0,,,,
2-Nov-23,939937,43206,11624114,0,0,,,,
3-Nov-23,939937,43206,11624114,0,0,,,,
4-Nov-23,939937,43206,11624114,0,0,,,,
5-Nov-23,939937,43206,11624114,0,0,,,,
6-Nov-23,939937,43206,11624114,0,0,,,,
7-Nov-23,939937,43206,11624114,0,0,,,,
8-Nov-23,939937,43206,11624114,0,0,,,,
9-Nov-23,939937,43206,11624114,0,0,,,,
10-Nov-23,939937,43206,11624114,0,0,,,,
11-Nov-23,939937,43206,11624114,0,0,,,,
12-Nov-23,939937,43206,11624114,0,0,,,,
13-Nov-23,939937,43206,11624114,0,0,,,,
14-Nov-23,939937,43206,11624114,0,0,,,,
15-Nov-23,939937,43206,11624114,0,0,,,,
16-Nov-23,939937,43206,11624114,0,0,,,,
17-Nov-23,939937,43206,11624114,0,0,,,,
18-Nov-23,939937,43206,11624114,0,0,,,,
19-Nov-23,939937,43206,11624114,0,0,,,,
20-Nov-23,939937,43206,11624114,0,0,,,,
21-Nov-23,939937,43206,11624114,0,0,,,,
22-Nov-23,939937,43206,11624114,0,0,,,,
23-Nov-23,939937,43206,11624114,0,0,,,,
24-Nov-23,939937,43206,11624114,0,0,,,,
25-Nov-23,939937,43206,11624114,0,0,,,,
26-Nov-23,939937,43206,11624114,0,0,,,,
27-Nov-23,939937,43206,11624114,0,0,,,,
28-Nov-23,939937,43206,11624114,0,0,,,,
29-Nov-23,939937,43206,11624114,0,0,,,,
30-Nov-23,939937,43206,11624114,0,0,,,,
1-Dec-23,939937,43206,11624114,0,0,,,,
2-Dec-23,939937,43206,11624114,0,0,,,,
3-Dec-23,939937,43206,11624114,0,0,,,,
4-Dec-23,939937,43206,11624114,0,0,,,,
5-Dec-23,939937,43206,11624114,0,0,,,,
6-Dec-23,939937,43206,11624114,0,0,,,,
7-Dec-23,939937,43206,11624114,0,0,,,,
8-Dec-23,939937,43206,11624114,0,0,,,,
9-Dec-23,939937,43206,11624114,0,0,,,,
10-Dec-23,939937,43206,11624114,0,0,,,,
11-Dec-23,939937,43206,11624114,0,0,,,,
12-Dec-23,939937,43206,11624114,0,0,,,,
13-Dec-23,939937,43206,11624114,0,0,,,,
14-Dec-23,939937,43206,11624114,0,0,,,,
15-Dec-23,939937,43206,11624114,0,0,,,,
16-Dec-23,939937,43206,11624114,0,0,,,,
17-Dec-23,939937,43206,11624114,0,0,,,,
18-Dec-23,939937,43206,11624114,0,0,,,,
19-Dec-23,939937,43206,11624114,0,0,,,,
20-Dec-23,939937,43206,11624114,0,0,,,,
21-Dec-23,939937,43206,11624114,0,0,,,,
22-Dec-23,939937,43206,11624114,0,0,,,,
23-Dec-23,939937,43206,11624114,0,0,,,,
24-Dec-23,939937,43206,11624114,0,0,,,,
25-Dec-23,939937,43206,11624114,0,0,,,,
26-Dec-23,939937,43206,11624114,0,0,,,,
27-Dec-23,939937,43206,11624114,0,0,,,,
28-Dec-23,939937,43206,11624114,0,0,,,,
29-Dec-23,939937,43206,11624114,0,0,,,,
30-Dec-23,939937,43206,11624114,0,0,,,,
31-Dec-23,939937,43206,11624114,0,0,,,,
1-Jan-24,940599,43206,11624776,0,662,,,,
2-Jan-24,940599,43206,11624776,0,0,,,,
3-Jan-24,940599,43206,11624776,0,0,,,,
4-Jan-24,940599,43206,11624776,0,0,,,,
5-Jan-24,940599,43206,11624776,0,0,,,,
6-Jan-24,940599,43206,11624776,0,0,,,,
7-Jan-24,940599,43206,11624776,0,0,,,,
8-Jan-24,940599,43206,11624776,0,0,,,,
9-Jan-24,940599,43206,11624776,0,0,,,,
10-Jan-24,940599,43206,11624776,0,0,,,,
11-Jan-24,940599,43206,11624776,0,0,,,,
12-Jan-24,940599,43206,11624776,0,0,,,,
13-Jan-24,940599,43206,11624776,0,0,,,,
14-Jan-24,940599,43206,11624776,0,0,,,,
15-Jan-24,941018,43206,11625195,0,419,,,,
16-Jan-24,941018,43206,11625195,0,0,,,,
17-Jan-24,941018,43206,11625195,0,0,,,,
18-Jan-24,941018,43206,11625195,0,0,,,,
19-Jan-24,941018,43206,11625195,0,0,,,,
20-Jan-24,941018,43206,11625195,0,0,,,,
21-Jan-24,941018,43206,11625195,0,0,,,,
22-Jan-24,941018,43206,11625195,0,0,,,,
23-Jan-24,941018,43206,11625195,0,0,,,,
24-Jan-24,941018,43206,11625195,0,0,,,,
25-Jan-24,941018,43206,11625195,0,0,,,,
26-Jan-24,941018,43206,11625195,0,0,,,,
27-Jan-24,941018,43206,11625195,0,0,,,,
28-Jan-24,941018,43206,11625195,0,0,,,,
29-Jan-24,941018,43206,11625195,0,0,,,,
30-Jan-24,941018,43206,11625195,0,0,,,,
31-Jan-24,941018,43206,11625195,0,0,,,,
1-Feb-24,941018,43206,11625195,0,0,,,,
2-Feb-24,941018,43206,11625195,0,0,,,,
3-Feb-24,941018,43206,11625195,0,0,,,,
4-Feb-24,941018,43206,11625195,0,0,,,,
5-Feb-24,941018,43206,11625195,0,0,,,,
6-Feb-24,941018,43206,11625195,0,0,,,,
7-Feb-24,941018,43206,11625195,0,0,,,,
8-Feb-24,941018,43206,11625195,0,0,,,,
9-Feb-24,941018,43206,11625195,0,0,,,,
10-Feb-24,941018,43206,11625195,0,0,,,,
11-Feb-24,941018,43206,11625195,0,0,,,,
12-Feb-24,941018,43206,11625195,0,0,,,,
13-Feb-24,941018,43206,11625195,0,0,,,,
14-Feb-24,941018,43206,11625195,0,0,,,,
15-Feb-24,941018,43206,11625195,0,0,,,,
16-Feb-24,941018,43206,11625195,0,0,,,,
17-Feb-24,941018,43206,11625195,0,0,,,,
18-Feb-24,941018,43206,11625195,0,0,,,,
19-Feb-24,941018,43206,11625195,0,0,,,,
20-Feb-24,941018,43206,11625195,0,0,,,,
21-Feb-24,941018,43206,11625195,0,0,,,,
22-Feb-24,941018,43206,11625195,0,0,,,,
23-Feb-24,941018,43206,11625195,0,0,,,,
24-Feb-24,941018,43206,11625195,0,0,,,,
25-Feb-24,941018,43206,11625195,0,0,,,,
26-Feb-24,941018,43206,11625195,0,0,,,,
27-Feb-24,941018,43206,11625195,0,0,,,,
28-Feb-24,941018,43206,11625195,0,0,,,,
29-Feb-24,941018,43206,11625195,0,0,,,,
1-Mar-24,941018,43206,11625195,0,0,,,,
2-Mar-24,941018,43206,11625195,0,0,,,,
3-Mar-24,941018,43206,11625195,0,0,,,,
4-Mar-24,941018,43206,11625195,0,0,,,,
5-Mar-24,941018,43206,11625195,0,0,,,,
6-Mar-24,941018,43206,11625195,0,0,,,,
7-Mar-24,941018,43206,11625195,0,0,,,,
8-Mar-24,941018,43206,11625195,0,0,,,,
9-Mar-24,941018,43206,11625195,0,0,,,,
10-Mar-24,941018,43206,11625195,0,0,,,,
11-Mar-24,941018,43206,11625195,0,0,,,,
12-Mar-24,941018,43206,11625195,0,0,,,,
13-Mar-24,941018,43206,11625195,0,0,,,,
14-Mar-24,941018,43206,11625195,0,0,,,,
15-Mar-24,941018,43206,11625195,0,0,,,,
16-Mar-24,941018,43206,11625195,0,0,,,,
17-Mar-24,941018,43206,11625195,0,0,,,,
18-Mar-24,941018,43206,11625195,0,0,,,,
19-Mar-24,941018,43206,11625195,0,0,,,,
20-Mar-24,941018,43206,11625195,0,0,,,,
21-Mar-24,941018,43206,11625195,0,0,,,,
22-Mar-24,941018,43206,11625195,0,0,,,,
23-Mar-24,941018,43206,11625195,0,0,,,,
24-Mar-24,941018,43206,11625195,0,0,,,,
25-Mar-24,941018,43206,11625195,0,0,,,,
26-Mar-24,941018,43206,11625195,0,0,,,,
27-Mar-24,941018,43206,11625195,0,0,,,,
28-Mar-24,941018,43206,11625195,0,0,,,,
29-Mar-24,941018,43206,11625195,0,0,,,,
30-Mar-24,941018,43206,11625195,0,0,,,,
31-Mar-24,941018,43206,11625195,0,0,,,,
1-Apr-24,941018,43206,11625195,0,0,,,,
2-Apr-24,941018,43206,11625195,0,0,,,,
3-Apr-24,941018,43206,11625195,0,0,,,,
4-Apr-24,941018,43206,11625195,0,0,,,,
5-Apr-24,941018,43206,11625195,0,0,,,,
6-Apr-24,941018,43206,11625195,0,0,,,,
7-Apr-24,941018,43206,11625195,0,0,,,,
8-Apr-24,941018,43206,11625195,0,0,,,,
9-Apr-24,941018,43206,11625195,0,0,,,,
10-Apr-24,941018,43206,11625195,0,0,,,,
11-Apr-24,941018,43206,11625195,0,0,,,,
12-Apr-24,941018,43206,11625195,0,0,,,,
