Date,active_cases,total_deaths,total_cases,daily_deaths,daily_cases
"Feb 15, 2020",0,0,0,0,0
"Feb 16, 2020",9,0,16,0,0
"Feb 17, 2020",9,0,16,0,0
"Feb 18, 2020",9,0,16,0,0
"Feb 19, 2020",2,0,16,0,0
"Feb 20, 2020",2,0,16,0,0
"Feb 21, 2020",1,0,16,0,0
"Feb 22, 2020",1,0,16,0,0
"Feb 23, 2020",1,0,16,0,0
"Feb 24, 2020",1,0,16,0,0
"Feb 25, 2020",0,0,16,0,0
"Feb 26, 2020",0,0,16,0,0
"Feb 27, 2020",0,0,16,0,0
"Feb 28, 2020",0,0,16,0,0
"Feb 29, 2020",0,0,16,0,0
"Mar 01, 2020",0,0,16,0,0
"Mar 02, 2020",0,0,16,0,0
"Mar 03, 2020",0,0,16,0,0
"Mar 04, 2020",0,0,16,0,0
"Mar 05, 2020",0,0,16,0,0
"Mar 06, 2020",1,0,17,0,1
"Mar 07, 2020",4,0,20,0,3
"Mar 08, 2020",15,0,31,0,11
"Mar 09, 2020",16,0,32,0,1
"Mar 10, 2020",19,0,35,0,3
"Mar 11, 2020",24,0,40,0,5
"Mar 12, 2020",29,0,45,0,5
"Mar 13, 2020",29,0,45,0,0
"Mar 14, 2020",38,0,54,0,9
"Mar 15, 2020",42,0,58,0,4
"Mar 16, 2020",46,0,62,0,4
"Mar 17, 2020",51,0,67,0,5
"Mar 18, 2020",62,0,78,0,11
"Mar 19, 2020",71,0,87,0,9
"Mar 20, 2020",76,0,93,0,6
"Mar 21, 2020",79,0,96,0,3
"Mar 22, 2020",102,0,119,0,23
"Mar 23, 2020",113,0,130,0,11
"Mar 24, 2020",125,0,142,0,12
"Mar 25, 2020",142,0,159,0,17
"Mar 26, 2020",144,0,164,0,5
"Mar 27, 2020",155,0,175,0,11
"Mar 28, 2020",166,0,187,0,12
"Mar 29, 2020",187,0,212,0,25
"Mar 30, 2020",168,0,223,0,11
"Mar 31, 2020",173,0,231,0,8
"Apr 01, 2020",174,0,237,0,6
"Apr 02, 2020",180,0,255,0,18
"Apr 03, 2020",176,0,261,0,6
"Apr 04, 2020",172,0,262,0,1
"Apr 05, 2020",173,0,263,0,1
"Apr 06, 2020",172,0,267,0,4
"Apr 07, 2020",150,0,273,0,6
"Apr 08, 2020",147,0,273,0,0
"Apr 09, 2020",149,0,277,0,4
"Apr 10, 2020",135,0,279,0,2
"Apr 11, 2020",136,0,280,0,1
"Apr 12, 2020",140,0,284,0,4
"Apr 13, 2020",141,0,287,0,3
"Apr 14, 2020",119,0,288,0,1
"Apr 15, 2020",119,0,290,0,2
"Apr 16, 2020",113,0,290,0,0
"Apr 17, 2020",92,0,290,0,0
"Apr 18, 2020",89,0,290,0,0
"Apr 19, 2020",88,0,290,0,0
"Apr 20, 2020",76,0,290,0,0
"Apr 21, 2020",74,0,290,0,0
"Apr 22, 2020",74,0,290,0,0
"Apr 23, 2020",74,0,290,0,0
"Apr 24, 2020",72,0,292,0,2
"Apr 25, 2020",72,0,292,0,0
"Apr 26, 2020",72,0,292,0,0
"Apr 27, 2020",72,0,292,0,0
"Apr 28, 2020",72,0,292,0,0
"Apr 29, 2020",70,0,292,0,0
"Apr 30, 2020",70,0,292,0,0
"May 01, 2020",70,0,292,0,0
"May 02, 2020",70,0,292,0,0
"May 03, 2020",71,0,293,0,1
"May 04, 2020",71,0,293,0,0
"May 05, 2020",61,0,293,0,0
"May 06, 2020",61,0,293,0,0
"May 07, 2020",80,0,313,0,20
"May 08, 2020",72,0,313,0,0
"May 09, 2020",72,0,313,0,0
"May 10, 2020",72,0,313,0,0
"May 11, 2020",64,0,313,0,0
"May 12, 2020",61,0,313,0,0
"May 13, 2020",61,0,313,0,0
"May 14, 2020",84,0,344,0,31
"May 15, 2020",86,0,346,0,2
"May 16, 2020",90,0,350,0,4
"May 17, 2020",92,0,352,0,2
"May 18, 2020",93,0,356,0,4
"May 19, 2020",93,0,356,0,0
"May 20, 2020",93,0,356,0,0
"May 21, 2020",92,0,356,0,0
"May 22, 2020",89,0,356,0,0
"May 23, 2020",89,0,356,0,0
"May 24, 2020",90,0,357,0,1
"May 25, 2020",86,0,358,0,1
"May 26, 2020",87,0,359,0,1
"May 27, 2020",81,0,359,0,0
"May 28, 2020",81,0,359,0,0
"May 29, 2020",80,0,359,0,0
"May 30, 2020",81,0,360,0,1
"May 31, 2020",81,0,360,0,0
"Jun 01, 2020",67,0,360,0,0
"Jun 02, 2020",62,0,360,0,0
"Jun 03, 2020",58,0,360,0,0
"Jun 04, 2020",58,0,360,0,0
"Jun 05, 2020",53,0,360,0,0
"Jun 06, 2020",54,0,361,0,1
"Jun 07, 2020",54,0,361,0,0
"Jun 08, 2020",48,0,364,0,3
"Jun 09, 2020",48,0,364,0,0
"Jun 10, 2020",44,0,364,0,0
"Jun 11, 2020",43,0,364,0,0
"Jun 12, 2020",42,0,365,0,1
"Jun 13, 2020",43,0,366,0,1
"Jun 14, 2020",43,0,366,0,0
"Jun 15, 2020",43,0,366,0,0
"Jun 16, 2020",41,0,366,0,0
"Jun 17, 2020",42,0,367,0,1
"Jun 18, 2020",49,0,374,0,7
"Jun 19, 2020",55,0,381,0,7
"Jun 20, 2020",54,0,381,0,0
"Jun 21, 2020",54,0,381,0,0
"Jun 22, 2020",53,0,381,0,0
"Jun 23, 2020",52,0,381,0,0
"Jun 24, 2020",55,0,384,0,3
"Jun 25, 2020",55,0,384,0,0
"Jun 26, 2020",55,0,385,0,1
"Jun 27, 2020",57,0,387,0,2
"Jun 28, 2020",57,0,387,0,0
"Jun 29, 2020",52,0,387,0,0
"Jun 30, 2020",52,0,387,0,0
"Jul 01, 2020",51,0,387,0,0
"Jul 02, 2020",47,0,387,0,0
"Jul 03, 2020",47,0,387,0,0
"Jul 04, 2020",47,0,387,0,0
"Jul 05, 2020",47,0,387,0,0
"Jul 06, 2020",63,0,404,0,17
"Jul 07, 2020",62,0,404,0,0
"Jul 08, 2020",57,0,404,0,0
"Jul 09, 2020",57,0,404,0,0
"Jul 10, 2020",54,0,404,0,0
"Jul 11, 2020",55,0,405,0,1
"Jul 12, 2020",57,0,407,0,2
"Jul 13, 2020",57,0,407,0,0
"Jul 14, 2020",56,0,408,0,1
"Jul 15, 2020",63,0,416,0,8
"Jul 16, 2020",60,0,416,0,0
"Jul 17, 2020",61,0,417,0,1
"Jul 18, 2020",60,0,417,0,0
"Jul 19, 2020",61,0,418,0,1
"Jul 20, 2020",59,0,419,0,1
"Jul 21, 2020",74,0,439,0,20
"Jul 22, 2020",81,0,446,0,7
"Jul 23, 2020",85,0,450,0,4
"Jul 24, 2020",86,0,451,0,1
"Jul 25, 2020",90,0,455,0,4
"Jul 26, 2020",93,0,458,0,3
"Jul 27, 2020",105,0,470,0,12
"Jul 28, 2020",119,0,488,0,18
"Jul 29, 2020",135,0,504,0,16
"Jul 30, 2020",207,2,578,2,74
"Jul 31, 2020",255,3,631,1,53
"Aug 01, 2020",318,6,697,3,66
"Aug 02, 2020",359,6,738,0,41
"Aug 03, 2020",402,8,784,2,46
"Aug 04, 2020",423,8,809,0,25
"Aug 05, 2020",486,10,877,2,68
"Aug 06, 2020",516,10,918,0,41
"Aug 07, 2020",576,10,981,0,63
"Aug 08, 2020",605,11,1011,1,30
"Aug 09, 2020",641,15,1051,4,40
"Aug 10, 2020",642,16,1057,1,6
"Aug 11, 2020",664,17,1080,1,23
"Aug 12, 2020",670,21,1100,4,20
"Aug 13, 2020",692,22,1139,1,39
"Aug 14, 2020",702,23,1162,1,23
"Aug 15, 2020",717,24,1188,1,26
"Aug 16, 2020",720,24,1200,0,12
"Aug 17, 2020",734,25,1226,1,26
"Aug 18, 2020",681,25,1232,0,6
"Aug 19, 2020",679,25,1237,0,5
"Aug 20, 2020",686,25,1253,0,16
"Aug 21, 2020",684,26,1255,1,2
"Aug 22, 2020",670,27,1260,1,5
"Aug 23, 2020",672,27,1262,0,2
"Aug 24, 2020",654,27,1268,0,6
"Aug 25, 2020",654,29,1275,2,7
"Aug 26, 2020",618,30,1280,1,5
"Aug 27, 2020",615,30,1282,0,2
"Aug 28, 2020",589,32,1284,2,2
"Aug 29, 2020",577,32,1286,0,2
"Aug 30, 2020",557,34,1286,2,0
"Aug 31, 2020",549,34,1290,0,4
"Sep 01, 2020",521,34,1290,0,0
"Sep 02, 2020",511,35,1292,1,2
"Sep 03, 2020",502,35,1292,0,0
"Sep 04, 2020",488,35,1295,0,3
"Sep 05, 2020",455,35,1295,0,0
"Sep 06, 2020",445,35,1295,0,0
"Sep 07, 2020",407,35,1295,0,0
"Sep 08, 2020",397,35,1300,0,5
"Sep 09, 2020",380,35,1305,0,5
"Sep 10, 2020",377,35,1305,0,0
"Sep 11, 2020",369,35,1306,0,1
"Sep 12, 2020",361,35,1306,0,0
"Sep 13, 2020",356,35,1309,0,3
"Sep 14, 2020",348,35,1309,0,0
"Sep 15, 2020",343,35,1309,0,0
"Sep 16, 2020",338,35,1309,0,0
"Sep 17, 2020",337,35,1312,0,3
"Sep 18, 2020",338,35,1314,0,2
"Sep 19, 2020",337,35,1314,0,0
"Sep 20, 2020",337,35,1314,0,0
"Sep 21, 2020",332,35,1314,0,0
"Sep 22, 2020",322,35,1314,0,0
"Sep 23, 2020",289,35,1315,0,1
"Sep 24, 2020",289,35,1315,0,0
"Sep 25, 2020",281,35,1315,0,0
"Sep 26, 2020",281,35,1315,0,0
"Sep 27, 2020",286,35,1320,0,5
"Sep 28, 2020",289,35,1323,0,3
"Sep 29, 2020",301,35,1343,0,20
"Sep 30, 2020",298,35,1343,0,0
"Oct 01, 2020",299,35,1344,0,1
"Oct 02, 2020",290,35,1345,0,1
"Oct 03, 2020",290,35,1345,0,0
"Oct 04, 2020",290,35,1345,0,0
"Oct 05, 2020",289,35,1346,0,1
"Oct 06, 2020",289,35,1347,0,1
"Oct 07, 2020",290,35,1348,0,1
"Oct 08, 2020",291,35,1349,0,1
"Oct 09, 2020",295,35,1354,0,5
"Oct 10, 2020",297,35,1356,0,2
"Oct 11, 2020",299,35,1358,0,2
"Oct 12, 2020",299,35,1359,0,1
"Oct 13, 2020",302,35,1362,0,3
"Oct 14, 2020",307,35,1371,0,9
"Oct 15, 2020",308,35,1373,0,2
"Oct 16, 2020",307,35,1373,0,0
"Oct 17, 2020",309,35,1375,0,2
"Oct 18, 2020",317,35,1383,0,8
"Oct 19, 2020",308,35,1389,0,6
"Oct 20, 2020",309,35,1390,0,1
"Oct 21, 2020",312,35,1393,0,3
"Oct 22, 2020",313,35,1397,0,4
"Oct 23, 2020",313,35,1397,0,0
"Oct 24, 2020",324,35,1410,0,13
"Oct 25, 2020",326,35,1418,0,8
"Oct 26, 2020",323,35,1419,0,1
"Oct 27, 2020",325,35,1422,0,3
"Oct 28, 2020",326,35,1423,0,1
"Oct 29, 2020",330,35,1427,0,4
"Oct 30, 2020",330,35,1427,0,0
"Oct 31, 2020",333,35,1430,0,3
"Nov 01, 2020",332,35,1430,0,0
"Nov 02, 2020",343,35,1443,0,13
"Nov 03, 2020",350,35,1454,0,11
"Nov 04, 2020",351,35,1455,0,1
"Nov 05, 2020",355,35,1459,0,4
"Nov 06, 2020",359,35,1464,0,5
"Nov 07, 2020",360,35,1465,0,1
"Nov 08, 2020",360,35,1465,0,0
"Nov 09, 2020",345,35,1467,0,2
"Nov 10, 2020",357,35,1479,0,12
"Nov 11, 2020",390,35,1512,0,33
"Nov 12, 2020",385,35,1513,0,1
"Nov 13, 2020",380,35,1516,0,3
"Nov 14, 2020",378,35,1516,0,0
"Nov 15, 2020",410,35,1548,0,32
"Nov 16, 2020",391,35,1550,0,2
"Nov 17, 2020",396,35,1555,0,5
"Nov 18, 2020",409,35,1568,0,13
"Nov 19, 2020",395,35,1572,0,4
"Nov 20, 2020",396,35,1573,0,1
"Nov 21, 2020",397,35,1574,0,1
"Nov 22, 2020",398,35,1575,0,1
"Nov 23, 2020",394,35,1580,0,5
"Nov 24, 2020",396,35,1584,0,4
"Nov 25, 2020",401,35,1589,0,5
"Nov 26, 2020",399,35,1600,0,11
"Nov 27, 2020",403,35,1608,0,8
"Nov 28, 2020",396,35,1610,0,2
"Nov 29, 2020",398,35,1612,0,2
"Nov 30, 2020",402,35,1616,0,4
"Dec 01, 2020",390,35,1620,0,4
"Dec 02, 2020",391,35,1627,0,7
"Dec 03, 2020",386,35,1630,0,3
"Dec 04, 2020",375,35,1630,0,0
"Dec 05, 2020",379,35,1634,0,4
"Dec 06, 2020",380,35,1635,0,1
"Dec 07, 2020",377,35,1636,0,1
"Dec 08, 2020",388,35,1647,0,11
"Dec 09, 2020",391,35,1651,0,4
"Dec 10, 2020",395,35,1655,0,4
"Dec 11, 2020",388,35,1661,0,6
"Dec 12, 2020",392,35,1665,0,4
"Dec 13, 2020",391,35,1667,0,2
"Dec 14, 2020",391,35,1672,0,5
"Dec 15, 2020",388,35,1675,0,3
"Dec 16, 2020",388,35,1675,0,0
"Dec 17, 2020",379,35,1677,0,2
"Dec 18, 2020",379,35,1680,0,3
"Dec 19, 2020",377,35,1681,0,1
"Dec 20, 2020",379,35,1683,0,2
"Dec 21, 2020",380,35,1684,0,1
"Dec 22, 2020",374,35,1690,0,6
"Dec 23, 2020",375,35,1691,0,1
"Dec 24, 2020",387,35,1703,0,12
"Dec 25, 2020",372,35,1710,0,7
"Dec 26, 2020",373,35,1711,0,1
"Dec 27, 2020",374,35,1712,0,1
"Dec 28, 2020",385,35,1723,0,11
"Dec 29, 2020",372,35,1726,0,3
"Dec 30, 2020",370,35,1728,0,2
"Dec 31, 2020",377,35,1737,0,9
"Jan 01, 2021",386,35,1746,0,9
"Jan 02, 2021",382,35,1754,0,8
"Jan 03, 2021",393,35,1767,0,13
"Jan 04, 2021",396,35,1770,0,3
"Jan 05, 2021",403,35,1777,0,7
"Jan 06, 2021",390,35,1778,0,1
"Jan 07, 2021",394,35,1782,0,4
"Jan 08, 2021",393,35,1785,0,3
"Jan 09, 2021",390,35,1786,0,1
"Jan 10, 2021",391,35,1787,0,1
"Jan 11, 2021",392,35,1788,0,1
"Jan 12, 2021",397,35,1793,0,5
"Jan 13, 2021",390,35,1794,0,1
"Jan 14, 2021",401,35,1805,0,11
"Jan 15, 2021",395,35,1810,0,5
"Jan 16, 2021",396,35,1811,0,1
"Jan 17, 2021",396,35,1811,0,0
"Jan 18, 2021",376,35,1813,0,2
"Jan 19, 2021",377,35,1814,0,1
"Jan 20, 2021",377,35,1818,0,4
"Jan 21, 2021",374,35,1820,0,2
"Jan 22, 2021",376,35,1822,0,2
"Jan 23, 2021",376,35,1822,0,0
"Jan 24, 2021",376,35,1822,0,0
"Jan 25, 2021",363,35,1823,0,1
"Jan 26, 2021",360,35,1825,0,2
"Jan 27, 2021",360,35,1825,0,0
"Jan 28, 2021",507,35,1972,0,147
"Jan 29, 2021",586,35,2069,0,97
"Jan 30, 2021",674,35,2165,0,96
"Jan 31, 2021",747,35,2239,0,74
"Feb 01, 2021",792,35,2287,0,48
"Feb 02, 2021",838,35,2333,0,46
"Feb 03, 2021",877,35,2373,0,40
"Feb 04, 2021",942,35,2442,0,69
"Feb 05, 2021",965,35,2465,0,23
"Feb 06, 2021",967,35,2470,0,5
"Feb 07, 2021",988,35,2495,0,25
"Feb 08, 2021",1061,35,2568,0,73
"Feb 09, 2021",1078,35,2585,0,17
"Feb 10, 2021",1106,35,2621,0,36
"Feb 11, 2021",1131,35,2694,0,73
"Feb 12, 2021",1132,35,2696,0,2
"Feb 13, 2021",1210,35,2774,0,78
"Feb 14, 2021",1255,35,2822,0,48
"Feb 15, 2021",1308,35,2884,0,62
"Feb 16, 2021",1339,35,2947,0,63
"Feb 17, 2021",1359,35,2968,0,21
"Feb 18, 2021",1349,35,2989,0,21
"Feb 19, 2021",1345,35,3007,0,18
"Feb 20, 2021",1351,35,3013,0,6
"Feb 21, 2021",1294,35,3031,0,18
"Feb 22, 2021",1288,35,3040,0,9
"Feb 23, 2021",1297,35,3049,0,9
"Feb 24, 2021",1236,35,3061,0,12
"Feb 25, 2021",1230,35,3069,0,8
"Feb 26, 2021",1201,35,3075,0,6
"Feb 27, 2021",1202,35,3081,0,6
"Feb 28, 2021",1189,35,3100,0,19
"Mar 01, 2021",1189,35,3100,0,0
"Mar 02, 2021",1198,35,3131,0,31
"Mar 03, 2021",1209,35,3142,0,11
"Mar 04, 2021",1193,35,3148,0,6
"Mar 05, 2021",1199,35,3154,0,6
"Mar 06, 2021",1206,35,3161,0,7
"Mar 07, 2021",1218,35,3173,0,12
"Mar 08, 2021",1231,35,3186,0,13
"Mar 09, 2021",1149,35,3188,0,2
"Mar 10, 2021",1152,35,3191,0,3
"Mar 11, 2021",1112,35,3195,0,4
"Mar 12, 2021",1094,35,3215,0,20
"Mar 13, 2021",1097,35,3218,0,3
"Mar 14, 2021",1098,35,3219,0,1
"Mar 15, 2021",1072,35,3222,0,3
"Mar 16, 2021",1032,35,3225,0,3
"Mar 17, 2021",999,35,3232,0,7
"Mar 18, 2021",1002,35,3235,0,3
"Mar 19, 2021",1003,35,3236,0,1
"Mar 20, 2021",1004,35,3237,0,1
"Mar 21, 2021",1004,35,3237,0,0
"Mar 22, 2021",972,35,3240,0,3
"Mar 23, 2021",959,35,3240,0,0
"Mar 24, 2021",941,35,3241,0,1
"Mar 25, 2021",944,35,3244,0,3
"Mar 26, 2021",951,35,3251,0,7
"Mar 27, 2021",908,35,3251,0,0
"Mar 28, 2021",913,35,3256,0,5
"Mar 29, 2021",916,35,3259,0,3
"Mar 30, 2021",865,35,3259,0,0
"Mar 31, 2021",874,35,3268,0,9
"Apr 01, 2021",891,35,3285,0,17
"Apr 02, 2021",870,35,3288,0,3
"Apr 03, 2021",876,35,3294,0,6
"Apr 04, 2021",881,35,3299,0,5
"Apr 05, 2021",854,35,3305,0,6
"Apr 06, 2021",860,35,3317,0,12
"Apr 07, 2021",865,35,3329,0,12
"Apr 08, 2021",874,35,3338,0,9
"Apr 09, 2021",892,35,3356,0,18
"Apr 10, 2021",901,35,3365,0,9
"Apr 11, 2021",902,35,3366,0,1
"Apr 12, 2021",899,35,3379,0,13
"Apr 13, 2021",908,35,3388,0,9
"Apr 14, 2021",931,35,3411,0,23
"Apr 15, 2021",963,35,3443,0,32
"Apr 16, 2021",980,35,3460,0,17
"Apr 17, 2021",959,35,3469,0,9
"Apr 18, 2021",962,35,3472,0,3
"Apr 19, 2021",969,35,3479,0,7
"Apr 20, 2021",963,35,3488,0,9
"Apr 21, 2021",969,35,3494,0,6
"Apr 22, 2021",980,35,3505,0,11
"Apr 23, 2021",997,35,3522,0,17
"Apr 24, 2021",1000,35,3525,0,3
"Apr 25, 2021",985,35,3536,0,11
"Apr 26, 2021",994,35,3545,0,9
"Apr 27, 2021",999,35,3550,0,5
"Apr 28, 2021",1007,35,3558,0,8
"Apr 29, 2021",1075,35,3626,0,68
"Apr 30, 2021",1096,35,3647,0,21
"May 01, 2021",1081,35,3664,0,17
"May 02, 2021",1105,35,3689,0,25
"May 03, 2021",1117,35,3712,0,23
"May 04, 2021",1135,35,3730,0,18
"May 05, 2021",1168,35,3763,0,33
"May 06, 2021",1275,35,3870,0,107
"May 07, 2021",1346,35,3941,0,71
"May 08, 2021",1454,35,4091,0,150
"May 09, 2021",1622,35,4259,0,168
"May 10, 2021",1838,35,4475,0,216
"May 11, 2021",1945,35,4598,0,123
"May 12, 2021",2062,35,4733,0,135
"May 13, 2021",2177,35,4869,0,136
"May 14, 2021",2351,36,5044,1,175
"May 15, 2021",2618,36,5322,0,278
"May 16, 2021",2932,37,5637,1,315
"May 17, 2021",3235,37,5940,0,303
"May 18, 2021",3467,37,6191,0,251
"May 19, 2021",3755,39,6481,2,290
"May 20, 2021",3952,41,6680,2,199
"May 21, 2021",4171,41,6901,0,221
"May 22, 2021",4378,42,7141,1,240
"May 23, 2021",4596,44,7361,2,220
"May 24, 2021",4834,44,7672,0,311
"May 25, 2021",5437,45,8276,1,604
"May 26, 2021",5893,46,8792,1,516
"May 27, 2021",6271,47,9171,1,379
"May 28, 2021",6641,47,9584,0,413
"May 29, 2021",7110,47,10053,0,469
"May 30, 2021",7463,47,10460,0,407
"May 31, 2021",7738,48,10815,1,355
"Jun 01, 2021",8130,49,11222,1,407
"Jun 02, 2021",8481,49,11615,0,393
"Jun 03, 2021",8884,51,12020,2,405
"Jun 04, 2021",9097,53,12392,2,372
"Jun 05, 2021",9442,53,12805,0,413
"Jun 06, 2021",9725,53,13146,0,341
"Jun 07, 2021",9969,55,13533,2,387
"Jun 08, 2021",10215,55,13817,0,284
"Jun 09, 2021",10797,55,14488,0,671
"Jun 10, 2021",11088,57,14853,2,365
"Jun 11, 2021",11316,58,15178,1,325
"Jun 12, 2021",11719,59,15605,1,427
"Jun 13, 2021",12034,59,16091,0,486
"Jun 14, 2021",12243,61,16540,2,449
"Jun 15, 2021",12605,61,17205,0,665
"Jun 16, 2021",13250,61,17901,0,696
"Jun 17, 2021",14033,62,18748,1,847
"Jun 18, 2021",14383,64,19180,2,432
"Jun 19, 2021",14856,66,19976,2,796
"Jun 20, 2021",15191,69,20489,3,513
"Jun 21, 2021",15416,69,20938,0,449
"Jun 22, 2021",15718,70,21334,1,396
"Jun 23, 2021",15944,72,21700,2,366
"Jun 24, 2021",16335,74,22168,2,468
"Jun 25, 2021",17572,74,23595,0,1427
"Jun 26, 2021",17666,76,23879,2,284
"Jun 27, 2021",18087,76,24482,0,603
"Jun 28, 2021",18543,80,25142,4,660
"Jun 29, 2021",18907,81,25752,1,610
"Jun 30, 2021",19569,81,26490,0,738
"Jul 01, 2021",20336,84,27667,3,1177
"Jul 02, 2021",21083,84,28562,0,895
"Jul 03, 2021",22352,86,30081,2,1519
"Jul 04, 2021",23640,90,31549,4,1468
"Jul 05, 2021",25242,97,33361,7,1812
"Jul 06, 2021",26880,102,35059,5,1698
"Jul 07, 2021",28054,105,36716,3,1657
"Jul 08, 2021",29823,110,38883,5,2167
"Jul 09, 2021",32466,112,41562,2,2679
"Jul 10, 2021",35291,119,44614,7,3052
"Jul 11, 2021",38433,125,47833,6,3219
"Jul 12, 2021",42296,132,51759,7,3926
"Jul 13, 2021",45862,138,55553,6,3794
"Jul 14, 2021",50559,207,60390,69,4837
"Jul 15, 2021",56112,225,66025,18,5635
"Jul 16, 2021",61280,225,71525,0,5500
"Jul 17, 2021",67085,254,77651,29,6126
"Jul 18, 2021",76427,334,87428,80,9777
"Jul 19, 2021",82969,334,94350,0,6922
"Jul 20, 2021",90450,370,102263,36,7913
"Jul 21, 2021",98737,396,111104,26,8841
"Jul 22, 2021",107468,428,121317,32,10213
"Jul 23, 2021",117373,462,133371,34,12054
"Jul 24, 2021",130563,493,148639,31,15268
"Jul 25, 2021",141200,524,161066,31,12427
"Jul 26, 2021",152200,524,174068,0,13002
"Jul 27, 2021",163545,630,187121,106,13053
"Jul 28, 2021",169618,863,197938,233,10817
"Jul 29, 2021",177517,1162,210459,299,12521
"Jul 30, 2021",187932,1307,224723,145,14264
"Jul 31, 2021",198715,1499,238948,192,14225
"Aug 01, 2021",208315,1696,253168,197,14220
"Aug 02, 2021",216426,2073,265464,377,12296
"Aug 03, 2021",226204,2330,279365,257,13901
"Aug 04, 2021",234881,2724,291937,394,12572
"Aug 05, 2021",242824,3021,303885,297,11948
"Aug 06, 2021",252025,3255,317612,234,13727
"Aug 07, 2021",259672,3402,329711,147,12099
"Aug 08, 2021",270438,3763,345698,361,15987
"Aug 09, 2021",281032,4152,361104,389,15406
"Aug 10, 2021",290101,4495,374944,343,13840
"Aug 11, 2021",299424,4822,389400,327,14456
"Aug 12, 2021",311105,5098,405348,276,15948
"Aug 13, 2021",322302,5448,420488,350,15140
"Aug 14, 2021",333746,5786,436517,338,16029
"Aug 15, 2021",343665,6154,452323,368,15806
"Aug 16, 2021",353131,6486,466594,332,14271
"Aug 17, 2021",364347,6785,482440,299,15846
"Aug 18, 2021",374491,7166,496716,381,14276
"Aug 19, 2021",386674,7557,514290,391,17574
"Aug 20, 2021",394622,7926,535363,369,21073
"Aug 21, 2021",405882,8296,554265,370,18902
"Aug 22, 2021",416606,8686,572959,390,18694
"Aug 23, 2021",426271,9035,589918,349,16959
"Aug 24, 2021",436103,9371,607749,336,17831
"Aug 25, 2021",448090,9690,627701,319,19952
"Aug 26, 2021",455668,10077,654233,387,26532
"Aug 27, 2021",466505,10430,675549,353,21316
"Aug 28, 2021",473749,10775,695513,345,19964
"Aug 29, 2021",485732,11091,716625,316,21112
"Aug 30, 2021",499813,11456,740085,365,23460
"Aug 31, 2021",510126,11896,760882,440,20797
"Sep 01, 2021",518854,12168,779744,272,18862
"Sep 02, 2021",529713,12477,801514,309,21770
"Sep 03, 2021",542634,12825,826127,348,24613
"Sep 04, 2021",546208,13107,841831,282,15704
"Sep 05, 2021",558353,13419,863499,312,21668
"Sep 06, 2021",568898,13736,884091,317,20592
"Sep 07, 2021",581656,14161,907527,425,23436
"Sep 08, 2021",588291,14507,928445,346,20918
"Sep 09, 2021",595975,14783,948928,276,20483
"Sep 10, 2021",604922,15057,970900,274,21972
"Sep 11, 2021",611804,15319,990585,262,19685
"Sep 12, 2021",620150,15701,1010429,382,19844
"Sep 13, 2021",627105,15978,1028861,277,18432
"Sep 14, 2021",631508,16229,1046198,251,17337
"Sep 15, 2021",634541,16468,1063659,239,17461
"Sep 16, 2021",640732,16680,1080963,212,17304
"Sep 17, 2021",649600,16900,1099965,220,19002
"Sep 18, 2021",649928,17133,1115429,233,15464
"Sep 19, 2021",657139,17348,1131992,215,16563
"Sep 20, 2021",664396,17588,1146310,240,14318
"Sep 21, 2021",672434,17824,1165601,236,19291
"Sep 22, 2021",679297,18060,1184619,236,19018
"Sep 23, 2021",688498,18263,1200249,203,15630
"Sep 24, 2021",690026,18443,1214328,180,14079
"Sep 25, 2021",695259,18627,1230335,184,16007
"Sep 26, 2021",700119,18801,1246846,174,16511
"Sep 27, 2021",704855,18979,1262288,178,15442
"Sep 28, 2021",696409,19141,1275491,162,13203
"Sep 29, 2021",687081,19344,1289934,203,14443
"Sep 30, 2021",674721,19480,1303032,136,13098
"Oct 01, 2021",658782,19644,1314507,164,11475
"Oct 02, 2021",638871,19758,1323567,114,9060
"Oct 03, 2021",618754,19888,1332439,130,8872
"Oct 04, 2021",599819,20022,1341321,134,8882
"Oct 05, 2021",581327,20141,1348521,119,7200
"Oct 06, 2021",578369,20266,1355721,125,7200
"Oct 07, 2021",583705,20380,1362573,114,6852
"Oct 08, 2021",590498,20485,1370465,105,7892
"Oct 09, 2021",596514,20598,1377913,113,7448
